[2017-09-22 16:30:39,632][INFO] Abriendo el Comunicador...
[2017-09-22 16:32:37,965][INFO] Abriendo el Comunicador...
[2017-09-22 16:34:43,129][INFO] Abriendo el Comunicador...
[2017-09-22 16:37:52,745][INFO] Abriendo el Comunicador...
[2017-09-22 16:37:52,757][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:38:00,414][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:38:00,433][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:38:00,480][INFO] [WIFI] Listo para usarse (wlan0 - 192.168.1.56).
[2017-09-22 16:38:00,861][INFO] [WIFI] Conexion a Internet disponible.
[2017-09-22 16:38:07,615][INFO] [EMAIL] Listo para usarse (client01.datalogger@gmail.com).
[2017-09-22 16:40:49,269][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:40:50,129][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:42:06,199][INFO] Cerrando el Comunicador...
[2017-09-22 16:42:06,579][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:42:06,580][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:42:08,082][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:42:08,415][WARNING] [EMAIL] Función 'receive' terminada.
[2017-09-22 16:44:10,347][INFO] Abriendo el Comunicador...
[2017-09-22 16:44:10,362][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:44:27,707][INFO] Cerrando el Comunicador...
[2017-09-22 16:44:27,961][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:44:27,963][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:44:37,080][INFO] Abriendo el Comunicador...
[2017-09-22 16:44:37,094][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:44:40,005][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:44:41,719][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:44:41,740][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:44:41,784][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:44:42,041][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:44:42,043][INFO] [CONTROLLER] Objeto destruido.
[2017-09-22 16:44:42,044][INFO] Comunicador cerrado exitosamente!
[2017-09-22 16:44:54,803][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:44:56,914][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:46:01,553][INFO] Abriendo el Comunicador...
[2017-09-22 16:46:01,568][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:46:06,333][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:46:06,353][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:46:06,387][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:46:49,594][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:46:51,031][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:48:39,142][INFO] Abriendo el Comunicador...
[2017-09-22 16:48:39,157][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:48:43,923][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:48:43,942][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:48:43,983][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:49:02,028][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:49:03,467][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:53:11,620][INFO] Abriendo el Comunicador...
[2017-09-22 16:53:11,635][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:53:17,913][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:53:17,933][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:53:17,972][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:53:36,017][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:53:37,300][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:54:05,092][INFO] Cerrando el Comunicador...
[2017-09-22 16:55:12,726][INFO] Abriendo el Comunicador...
[2017-09-22 16:55:12,743][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:55:19,008][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:55:19,031][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:55:19,075][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:55:37,117][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:55:38,415][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 16:56:11,417][INFO] Cerrando el Comunicador...
[2017-09-22 16:56:11,425][INFO] Cerrando el Comunicador...
[2017-09-22 16:56:11,425][INFO] Cerrando el Comunicador...
[2017-09-22 16:56:11,429][INFO] Cerrando el Comunicador...
[2017-09-22 16:56:11,743][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:56:11,745][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:56:11,756][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:56:11,758][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:56:11,828][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:56:11,830][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:56:11,848][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:56:11,850][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:56:12,485][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:56:13,601][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:56:13,772][WARNING] [TRANSMITTER] Funcion 'run' terminada.
[2017-09-22 16:56:13,774][INFO] [TRANSMITTER] Objeto destruido.
[2017-09-22 16:56:13,783][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:56:13,873][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:56:15,360][WARNING] [CONTROLLER] Función 'run' terminada.
[2017-09-22 16:57:40,168][INFO] Abriendo el Comunicador...
[2017-09-22 16:57:40,183][INFO] Comunicador abierto exitosamente!
[2017-09-22 16:57:46,293][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 16:57:46,314][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 16:57:46,356][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 16:58:09,435][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 16:58:11,983][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-22 17:00:17,758][INFO] Abriendo el Comunicador...
[2017-09-22 17:00:17,773][INFO] Comunicador abierto exitosamente!
[2017-09-22 17:00:22,566][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-22 17:00:22,586][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-22 17:00:22,619][ERROR] [WIFI] [Errno 98] Address already in use.
[2017-09-22 17:00:35,644][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-22 17:00:37,773][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-25 12:00:34,492][INFO] Abriendo el Comunicador...
[2017-09-25 12:00:34,513][INFO] Comunicador abierto exitosamente!
[2017-09-25 12:00:37,615][INFO] [WIFI] Listo para usarse (wlan0 - 192.168.1.58).
[2017-09-25 12:00:37,806][INFO] [WIFI] Conexion a Internet disponible.
[2017-09-25 12:00:42,025][INFO] [EMAIL] Listo para usarse (client01.datalogger@gmail.com).
[2017-09-25 12:00:59,695][DEBUG] [GSM] Telit UL865-NAR conectada en /dev/ttyUSB1.
[2017-09-25 12:00:59,723][INFO] [GSM] Listo para usarse (ttyUSB1).
[2017-09-25 12:01:27,867][INFO] [GSM] El número 3517502317 está llamando.
[2017-09-25 12:01:29,293][INFO] [GSM] Conectado con el número 3517502317.
[2017-09-25 12:02:40,977][INFO] [GSM] Llamada con el numero 3517502317 finalizada.
[2017-09-25 12:04:47,414][INFO] Cerrando el Comunicador...
[2017-09-25 12:04:48,612][WARNING] [TRANSMITTER] Funcion 'run' terminada.
